name,episodes,page_num
Photography Cyborg,['https://rickandmortyapi.com/api/episode/21'],14
Photography Raptor,['https://rickandmortyapi.com/api/episode/15'],14
Pibbles Bodyguard,['https://rickandmortyapi.com/api/episode/19'],14
Pichael Thompson,['https://rickandmortyapi.com/api/episode/19'],14
Pickle Rick,['https://rickandmortyapi.com/api/episode/24'],14
Piece of Toast,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/17']",14
Plumber Rick,['https://rickandmortyapi.com/api/episode/28'],14
Poncho,['https://rickandmortyapi.com/api/episode/3'],14
Presidentress of The Mega Gargantuans,['https://rickandmortyapi.com/api/episode/31'],14
Prince Nebulon,['https://rickandmortyapi.com/api/episode/4'],14
Principal Vagina,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/5', 'https://rickandmortyapi.com/api/episode/6']",14
Principal Vagina,"['https://rickandmortyapi.com/api/episode/9', 'https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/24', 'https://rickandmortyapi.com/api/episode/27', 'https://rickandmortyapi.com/api/episode/29']",14
Purge Planet Ruler,['https://rickandmortyapi.com/api/episode/20'],14
Quantum Rick,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",14
Randy Dicknose,['https://rickandmortyapi.com/api/episode/19'],14
Rat Boss,['https://rickandmortyapi.com/api/episode/24'],14
Real Fake Doors Salesman,['https://rickandmortyapi.com/api/episode/8'],14
Regional Manager Rick,['https://rickandmortyapi.com/api/episode/28'],14
Regular Legs,['https://rickandmortyapi.com/api/episode/8'],14
Reverse Giraffe,['https://rickandmortyapi.com/api/episode/15'],14
