name,episodes,page_num
Morty’s Girlfriend,['https://rickandmortyapi.com/api/episode/39'],34
Gaia,['https://rickandmortyapi.com/api/episode/40'],34
Reggie,['https://rickandmortyapi.com/api/episode/40'],34
Ticktock,['https://rickandmortyapi.com/api/episode/40'],34
Florflock,['https://rickandmortyapi.com/api/episode/40'],34
Squeeb,['https://rickandmortyapi.com/api/episode/40'],34
Defiance Beth,"['https://rickandmortyapi.com/api/episode/41', 'https://rickandmortyapi.com/api/episode/43']",34
Defiance Squanchette,['https://rickandmortyapi.com/api/episode/41'],34
Defiance Doctor,['https://rickandmortyapi.com/api/episode/41'],34
New Improved Galactic Federation Guard,['https://rickandmortyapi.com/api/episode/41'],34
New Improved Galactic Federation Guard,['https://rickandmortyapi.com/api/episode/41'],34
Mr. Nimbus,['https://rickandmortyapi.com/api/episode/42'],34
Hoovy,['https://rickandmortyapi.com/api/episode/42'],34
Bova,['https://rickandmortyapi.com/api/episode/42'],34
Japheth,['https://rickandmortyapi.com/api/episode/42'],34
Japheth's Middle Son,['https://rickandmortyapi.com/api/episode/42'],34
Japheth's Eldest Son,['https://rickandmortyapi.com/api/episode/42'],34
Japheth's Youngest Son,['https://rickandmortyapi.com/api/episode/42'],34
Japheth's Grandson,['https://rickandmortyapi.com/api/episode/42'],34
Adam,['https://rickandmortyapi.com/api/episode/42'],34
