name,episodes,page_num
Fascist Rick’s Clone,['https://rickandmortyapi.com/api/episode/32'],26
Revolio Clockberg Jr.,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Shrimp Rick,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Shrimp Rick’s Clone,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Shrimp Morty,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Shrimp SS,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Teddy Bear Rick,['https://rickandmortyapi.com/api/episode/32'],26
Fascist Teddy Bear Rick’s Clone,['https://rickandmortyapi.com/api/episode/32'],26
Bully,['https://rickandmortyapi.com/api/episode/32'],26
Anchorman,['https://rickandmortyapi.com/api/episode/32'],26
Anchorwoman,['https://rickandmortyapi.com/api/episode/32'],26
Morty’s Lawyer,['https://rickandmortyapi.com/api/episode/32'],26
Judge,['https://rickandmortyapi.com/api/episode/32'],26
Public Opinion Judge,['https://rickandmortyapi.com/api/episode/32'],26
Caterpillar Mr. Goldenfold,['https://rickandmortyapi.com/api/episode/32'],26
Wasp Rick,['https://rickandmortyapi.com/api/episode/32'],26
Wasp Rick’s Clone,['https://rickandmortyapi.com/api/episode/32'],26
Wasp Morty,['https://rickandmortyapi.com/api/episode/32'],26
Wasp Summer,['https://rickandmortyapi.com/api/episode/32'],26
Wasp Jerry,['https://rickandmortyapi.com/api/episode/32'],26
