name,episodes,page_num
Leonard Smith,['https://rickandmortyapi.com/api/episode/3'],11
Lighthouse Keeper,['https://rickandmortyapi.com/api/episode/20'],11
Lil B,"['https://rickandmortyapi.com/api/episode/21', 'https://rickandmortyapi.com/api/episode/48']",11
Lisa,['https://rickandmortyapi.com/api/episode/26'],11
Little Dipper,['https://rickandmortyapi.com/api/episode/19'],11
Lizard Morty,['https://rickandmortyapi.com/api/episode/28'],11
Loggins,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/17']",11
Logic,['https://rickandmortyapi.com/api/episode/25'],11
Long Sleeved Morty,['https://rickandmortyapi.com/api/episode/10'],11
Lucy,['https://rickandmortyapi.com/api/episode/11'],11
Ma-Sha,['https://rickandmortyapi.com/api/episode/7'],11
Magma-Q,['https://rickandmortyapi.com/api/episode/16'],11
Magnesium-J,['https://rickandmortyapi.com/api/episode/16'],11
Man Painted Silver Who Makes Robot Noises,['https://rickandmortyapi.com/api/episode/8'],11
Maximums Rickimus,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",11
MC Haps,"['https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/25']",11
Mechanical Morty,['https://rickandmortyapi.com/api/episode/23'],11
Mechanical Rick,['https://rickandmortyapi.com/api/episode/23'],11
Mechanical Summer,['https://rickandmortyapi.com/api/episode/23'],11
Mega Fruit Farmer Rick,['https://rickandmortyapi.com/api/episode/28'],11
