name,episodes,page_num
Rich Plutonian,['https://rickandmortyapi.com/api/episode/9'],22
Rich Plutonian,['https://rickandmortyapi.com/api/episode/9'],22
Synthetic Laser Eels,['https://rickandmortyapi.com/api/episode/11'],22
Pizza-person,['https://rickandmortyapi.com/api/episode/10'],22
Pizza-person,['https://rickandmortyapi.com/api/episode/10'],22
Greasy Grandma,['https://rickandmortyapi.com/api/episode/10'],22
Phone-person,['https://rickandmortyapi.com/api/episode/10'],22
Phone-person,['https://rickandmortyapi.com/api/episode/10'],22
Chair-person,['https://rickandmortyapi.com/api/episode/10'],22
Chair-person,['https://rickandmortyapi.com/api/episode/10'],22
Chair-homeless,['https://rickandmortyapi.com/api/episode/10'],22
Chair-waiter,['https://rickandmortyapi.com/api/episode/10'],22
Doopidoo,['https://rickandmortyapi.com/api/episode/10'],22
Super Weird Rick,['https://rickandmortyapi.com/api/episode/10'],22
Pripudlian,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/19', 'https://rickandmortyapi.com/api/episode/25']",22
Giant Testicle Monster,"['https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/13']",22
Michael,['https://rickandmortyapi.com/api/episode/12'],22
Michael's Lawyer,['https://rickandmortyapi.com/api/episode/12'],22
Veterinary,['https://rickandmortyapi.com/api/episode/12'],22
Veterinary Nurse,['https://rickandmortyapi.com/api/episode/12'],22
