name,episodes,page_num
Reverse Rick Outrage,['https://rickandmortyapi.com/api/episode/28'],15
Revolio Clockberg Jr.,"['https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/25']",15
Rick D. Sanchez III,['https://rickandmortyapi.com/api/episode/28'],15
Rick Guilt Rick,['https://rickandmortyapi.com/api/episode/28'],15
Rick Prime,"['https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",15
Rick D-99,['https://rickandmortyapi.com/api/episode/22'],15
Rick D716,['https://rickandmortyapi.com/api/episode/28'],15
Rick D716-B,['https://rickandmortyapi.com/api/episode/28'],15
Rick D716-C,['https://rickandmortyapi.com/api/episode/28'],15
Rick Sanchez,['https://rickandmortyapi.com/api/episode/10'],15
Rick J-22,['https://rickandmortyapi.com/api/episode/28'],15
Rick K-22,['https://rickandmortyapi.com/api/episode/28'],15
Rick Sanchez,['https://rickandmortyapi.com/api/episode/6'],15
Ricktiminus Sancheziminius,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/51']",15
Riq IV,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/22']",15
Risotto Groupon,['https://rickandmortyapi.com/api/episode/26'],15
Risotto's Tentacled Henchman,['https://rickandmortyapi.com/api/episode/26'],15
Robot Morty,['https://rickandmortyapi.com/api/episode/10'],15
Robot Rick,['https://rickandmortyapi.com/api/episode/10'],15
Roger,['https://rickandmortyapi.com/api/episode/3'],15
