name,episodes,page_num
Wasp Beth,['https://rickandmortyapi.com/api/episode/32'],27
Caterpillar Mr. Goldenfold’s Larvae,['https://rickandmortyapi.com/api/episode/32'],27
Boglin,['https://rickandmortyapi.com/api/episode/32'],27
Kirkland Brand Mr. Meeseeks,['https://rickandmortyapi.com/api/episode/32'],27
Glootie,['https://rickandmortyapi.com/api/episode/33'],27
Danny Publitz,['https://rickandmortyapi.com/api/episode/33'],27
Mothership Intern,['https://rickandmortyapi.com/api/episode/33'],27
Monogatron Leader,['https://rickandmortyapi.com/api/episode/33'],27
Lizard,['https://rickandmortyapi.com/api/episode/33'],27
Deliverance,['https://rickandmortyapi.com/api/episode/33'],27
Tony,['https://rickandmortyapi.com/api/episode/33'],27
Tony’s Wife,['https://rickandmortyapi.com/api/episode/33'],27
Monogatron Queen,['https://rickandmortyapi.com/api/episode/33'],27
Tony's Dad,['https://rickandmortyapi.com/api/episode/33'],27
Jeff,['https://rickandmortyapi.com/api/episode/33'],27
Josiah,['https://rickandmortyapi.com/api/episode/33'],27
Maggie,['https://rickandmortyapi.com/api/episode/33'],27
Priest Witherspoon,['https://rickandmortyapi.com/api/episode/33'],27
Richard,['https://rickandmortyapi.com/api/episode/33'],27
Running Bird,['https://rickandmortyapi.com/api/episode/33'],27
