name,episodes,page_num
Secretary at Tony's,['https://rickandmortyapi.com/api/episode/33'],28
Mountain Sweat Jerry,['https://rickandmortyapi.com/api/episode/33'],28
Vermigurber,['https://rickandmortyapi.com/api/episode/33'],28
Miles Knightly,['https://rickandmortyapi.com/api/episode/34'],28
Heist-Con Receptionist,['https://rickandmortyapi.com/api/episode/34'],28
Angie Flint,['https://rickandmortyapi.com/api/episode/34'],28
Glar,['https://rickandmortyapi.com/api/episode/34'],28
Truckula,['https://rickandmortyapi.com/api/episode/34'],28
Snake Arms,['https://rickandmortyapi.com/api/episode/34'],28
Double Microwawe,['https://rickandmortyapi.com/api/episode/34'],28
Monitor Lord,['https://rickandmortyapi.com/api/episode/34'],28
Key Catcher,['https://rickandmortyapi.com/api/episode/34'],28
The Shapeshiftress,['https://rickandmortyapi.com/api/episode/34'],28
Heistotron,['https://rickandmortyapi.com/api/episode/34'],28
Randotron,['https://rickandmortyapi.com/api/episode/34'],28
Hephaestus,['https://rickandmortyapi.com/api/episode/34'],28
Ventriloquiver,['https://rickandmortyapi.com/api/episode/34'],28
Elon Tusk,['https://rickandmortyapi.com/api/episode/34'],28
Gramuflackian Anchorman,['https://rickandmortyapi.com/api/episode/34'],28
Gramuflackian General,['https://rickandmortyapi.com/api/episode/34'],28
