name,episodes,page_num
Morty Jr's interviewer,['https://rickandmortyapi.com/api/episode/7'],21
Guy from The Bachelor,['https://rickandmortyapi.com/api/episode/8'],21
Corn detective,['https://rickandmortyapi.com/api/episode/8'],21
Michael Jackson,['https://rickandmortyapi.com/api/episode/8'],21
Trunkphobic suspenders guy,"['https://rickandmortyapi.com/api/episode/2', 'https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/11']",21
Spiderweb teddy bear,['https://rickandmortyapi.com/api/episode/8'],21
Regular Tyrion Lannister,['https://rickandmortyapi.com/api/episode/8'],21
Quick Mystery Presenter,['https://rickandmortyapi.com/api/episode/8'],21
Mr. Sneezy,['https://rickandmortyapi.com/api/episode/8'],21
Two Brothers,['https://rickandmortyapi.com/api/episode/8'],21
Alien Mexican Armada,['https://rickandmortyapi.com/api/episode/8'],21
Giant Cat Monster,['https://rickandmortyapi.com/api/episode/8'],21
Old Women,['https://rickandmortyapi.com/api/episode/8'],21
Trunkphobic guy,['https://rickandmortyapi.com/api/episode/8'],21
Pro trunk people marriage guy,['https://rickandmortyapi.com/api/episode/8'],21
Muscular Mannie,['https://rickandmortyapi.com/api/episode/8'],21
Baby Legs Chief,['https://rickandmortyapi.com/api/episode/8'],21
Mrs. Sullivan's Boyfriend,['https://rickandmortyapi.com/api/episode/8'],21
Plutonian Hostess,['https://rickandmortyapi.com/api/episode/9'],21
Plutonian Host,['https://rickandmortyapi.com/api/episode/9'],21
