product_name,price,images
Automatic Wireless Electric Rechargeable Drinking Water Dispenser Pump for 20 Liter Bottle Can with USB Charging Cable (Assorted Color),999,"['https://n4.sdlcdn.com/imgs/j/j/l/130x152/Black-Panther-Water-Dispenser-SDL002468783-1-22b9e.jpg', 'https://n1.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-2-4d743.jpeg', 'https://n3.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-3-1456c.jpeg', 'https://n4.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-4-b1b95.jpeg', 'https://n1.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-5-a9da8.jpeg', 'https://n2.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-6-0fedf.jpeg', 'https://n2.sdlcdn.com/imgs/j/g/i/130x152/Evaahub-Water-Dispenser-20L-Water-SDL002468783-7-e4052.jpeg']"
GKBOSS - Filter Compatible with Non Electric Water Purifiers,899,"['https://n4.sdlcdn.com/imgs/k/j/1/130x152/GKBOSS-Filter-Compatible-with-Non-SDL558635995-1-f6c48.jpg', 'https://n2.sdlcdn.com/imgs/k/j/1/130x152/GKBOSS-Filter-Compatible-with-Non-SDL558635995-2-1fc5c.jpg', 'https://n4.sdlcdn.com/imgs/k/j/1/130x152/GKBOSS-Filter-Compatible-with-Non-SDL558635995-3-e6770.jpg', 'https://n4.sdlcdn.com/imgs/k/j/1/130x152/GKBOSS-Filter-Compatible-with-Non-SDL558635995-4-dc2fc.jpg', 'https://n2.sdlcdn.com/imgs/k/j/1/130x152/GKBOSS-Filter-Compatible-with-Non-SDL558635995-5-ee3f0.jpg']"
(Pack of 2) Anti-Splash Expandable Head Nozzle Bathroom Tap Adjustable Splash Sprinkler Head Sprinkler Water Saving Device Faucet Regulator,599,"['https://n1.sdlcdn.com/imgs/j/n/t/130x152/Pack-of-2-Anti-Splash-SDL151368457-1-53046.jpg', 'https://n1.sdlcdn.com/imgs/j/n/t/130x152/Pack-of-2-Anti-Splash-SDL151368457-2-8aa32.jpg', 'https://n3.sdlcdn.com/imgs/j/n/t/130x152/Pack-of-2-Anti-Splash-SDL151368457-3-8384c.jpg', 'https://n1.sdlcdn.com/imgs/j/n/t/130x152/Pack-of-2-Anti-Splash-SDL151368457-4-558f3.jpg', 'https://n2.sdlcdn.com/imgs/j/n/t/130x152/Pack-of-2-Anti-Splash-SDL151368457-5-c8110.jpg']"
purple dust - Dispenser Tap Compatible with Non Electric Water Purifiers,599,"['https://n2.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-1-3c186.jpg', 'https://n1.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-2-6f2fc.jpg', 'https://n4.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-3-b9b86.jpg', 'https://n1.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-4-21d04.jpg', 'https://n4.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-5-b9181.jpg', 'https://n4.sdlcdn.com/imgs/k/n/p/130x152/purple-dust-Dispenser-Tap-Compatible-SDL717576566-6-fb5f5.jpg']"
"(Pack Of 2) 360Â° Adjustable Rotating Water Saving Nozzle Shower Head Faucet Multiple Types of Output Water Valve Splash Regulator Filter Kitchen Tap Accessories, (Multicolor)",499,"['https://n4.sdlcdn.com/imgs/j/n/t/130x152/Pack-Of-2-360-Adjustable-SDL885426829-1-1e013.jpg', 'https://n4.sdlcdn.com/imgs/j/n/t/130x152/Pack-Of-2-360-Adjustable-SDL885426829-2-e17dd.jpg', 'https://n3.sdlcdn.com/imgs/j/n/t/130x152/Pack-Of-2-360-Adjustable-SDL885426829-3-d302f.jpg', 'https://n2.sdlcdn.com/imgs/j/n/t/130x152/Pack-Of-2-360-Adjustable-SDL885426829-4-d806c.jpg', 'https://n3.sdlcdn.com/imgs/j/n/t/130x152/Pack-Of-2-360-Adjustable-SDL885426829-5-b63d0.jpg']"
Vegainter Automatic Water Dispenser Pump With USB,999,"['https://n1.sdlcdn.com/imgs/j/e/6/130x152/Vegainter-Automatic-Water-Dispenser-SDL298219061-1-81884.jpg', 'https://n3.sdlcdn.com/imgs/j/e/6/130x152/Vegainter-Automatic-Water-Dispenser-SDL298219061-2-78f2f.jpeg', 'https://n2.sdlcdn.com/imgs/j/e/6/130x152/Vegainter-Automatic-Water-Dispenser-SDL298219061-3-e2327.jpeg', 'https://n4.sdlcdn.com/imgs/j/e/6/130x152/Vegainter-Automatic-Water-Dispenser-SDL298219061-4-fa3a1.jpeg', 'https://n3.sdlcdn.com/imgs/j/e/6/130x152/Vegainter-Automatic-Water-Dispenser-SDL298219061-5-e746b.jpeg']"
Automatic Wireless Water Can Dispenser with Silicon Swatch Rechargeable Battery for 20L Water Bottle,999,"['https://n1.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-1-fa29f.jpeg', 'https://n3.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-2-06d98.jpeg', 'https://n2.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-3-616b2.jpeg', 'https://n2.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-4-f878e.jpeg', 'https://n1.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-5-13369.jpeg', 'https://n2.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-6-310f8.jpeg', 'https://n2.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-7-ea6d7.jpeg', 'https://n3.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-8-c74e4.jpeg', 'https://n2.sdlcdn.com/imgs/j/m/b/130x152/Automatic-Wireless-Water-Can-Dispenser-SDL274051870-9-fde9e.jpeg']"
KEMFLOW SPUN 10'',999,['https://n3.sdlcdn.com/imgs/j/t/1/130x152/KEMFLOW-SPUN-10-SDL416652169-1-2ef5e.jpeg']
"BLUSHINEâ„¢ Plastic RO Tap for All RO Purifiers,White- Pack of 2",999,"['https://n4.sdlcdn.com/imgs/j/m/g/130x152/BLUSHINE-Plastic-RO-Tap-for-SDL178995617-1-d901e.jpeg', 'https://n3.sdlcdn.com/imgs/j/m/g/130x152/BLUSHINE-Plastic-RO-Tap-for-SDL178995617-2-6468d.png', 'https://n1.sdlcdn.com/imgs/j/m/g/130x152/BLUSHINE-Plastic-RO-Tap-for-SDL178995617-3-b280e.png']"
Digital TDS Meter for Water Purity Test,699,"['https://n4.sdlcdn.com/imgs/h/4/5/130x152/TechTest-Water-Quality-Tester-with-SDL143402654-1-83e70.jpg', 'https://n4.sdlcdn.com/imgs/h/4/5/130x152/TechTest-Water-Quality-Tester-with-SDL143402654-2-4f415.jpg', 'https://n1.sdlcdn.com/imgs/h/4/5/130x152/TechTest-Water-Quality-Tester-with-SDL143402654-3-e0476.jpg', 'https://n4.sdlcdn.com/imgs/h/4/5/130x152/TechTest-Water-Quality-Tester-with-SDL143402654-4-5a2b2.jpg', 'https://n3.sdlcdn.com/imgs/h/4/5/130x152/TechTest-Water-Quality-Tester-with-SDL143402654-5-fe627.jpg']"
