product_name,price,images
Orpat - Orange OHM-217 â€“ Tangerine 200 Hand Blender Without Chopper,1450,"['https://n3.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Orange-OHM-217-Tangerine-SDL556410154-1-f0c84.jpg', 'https://n4.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Orange-OHM-217-Tangerine-SDL556410154-2-2300d.jpg', 'https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Orange-OHM-217-Tangerine-SDL556410154-3-d3b06.jpg']"
ROMINO Hand Mixer 180 Watt Hand Blender,1999,"['https://n3.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-1-13077.jpg', 'https://n1.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-2-f4a12.jpeg', 'https://n1.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-3-e03df.jpg', 'https://n3.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-4-78f4b.jpg', 'https://n1.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-5-43dfa.jpg', 'https://n3.sdlcdn.com/imgs/j/x/r/130x152/ROMINO-Hand-Mixer-180-Watt-SDL728296196-6-8532e.jpg']"
Home Puff - Chopper Black Electric Push Button Chopper 50W,749,"['https://n3.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-1-8e9ed.jpg', 'https://n3.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-2-866b0.jpg', 'https://n3.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-3-1d507.jpg', 'https://n2.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-4-e4d77.jpg', 'https://n3.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-5-3c36f.jpg', 'https://n1.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-6-17215.jpg', 'https://n3.sdlcdn.com/imgs/k/n/p/130x152/Home-Puff-Chopper-Black-Electric-SDL930761220-7-f3b55.jpg']"
Hush Buys Portable Juicer 4 Watt Hand Blender,1499,"['https://n3.sdlcdn.com/imgs/i/p/f/130x152/Hush-Buys-Portable-Juicer-4-SDL381716186-1-5cfa7.jpeg', 'https://n4.sdlcdn.com/imgs/i/p/f/130x152/Hush-Buys-Portable-Juicer-4-SDL381716186-2-9b39c.jpeg', 'https://n4.sdlcdn.com/imgs/i/p/f/130x152/Hush-Buys-Portable-Juicer-4-SDL381716186-3-312ef.jpeg', 'https://n3.sdlcdn.com/imgs/i/p/f/130x152/Hush-Buys-Portable-Juicer-4-SDL381716186-4-dc6ae.jpeg']"
GKBOSS - White Scarlett HE133 Mixer 180 Hand Blender Electric Whisker,1799,"['https://n3.sdlcdn.com/imgs/k/m/e/130x152/GKBOSS-White-Scarlett-HE133-Mixer-SDL589465953-1-d3945.jpg', 'https://n1.sdlcdn.com/imgs/k/m/e/130x152/GKBOSS-White-Scarlett-HE133-Mixer-SDL589465953-2-71651.jpg', 'https://n2.sdlcdn.com/imgs/k/m/e/130x152/GKBOSS-White-Scarlett-HE133-Mixer-SDL589465953-3-2f0e7.jpg', 'https://n4.sdlcdn.com/imgs/k/m/e/130x152/GKBOSS-White-Scarlett-HE133-Mixer-SDL589465953-4-6c2a7.jpg', 'https://n2.sdlcdn.com/imgs/k/m/e/130x152/GKBOSS-White-Scarlett-HE133-Mixer-SDL589465953-5-dc28a.jpg']"
Orpat - Purple OHM-217 Violet 200 Hand Blender Without Chopper,1450,"['https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Purple-OHM-217-Violet-SDL516865716-1-54327.jpg', 'https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Purple-OHM-217-Violet-SDL516865716-2-8f4df.jpg', 'https://n1.sdlcdn.com/imgs/k/o/t/130x152/Orpat-Purple-OHM-217-Violet-SDL516865716-3-65d6d.jpg']"
Vmoni Hand Mixer 180 Watt Hand Blender,1999,"['https://n1.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-1-9a5cf.jpeg', 'https://n2.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-2-284b6.jpeg', 'https://n1.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-3-07258.jpeg', 'https://n4.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-4-c0c13.jpeg', 'https://n3.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-5-eb0dc.jpeg', 'https://n4.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-6-6d3f9.jpeg', 'https://n3.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-7-a03d8.jpeg', 'https://n1.sdlcdn.com/imgs/j/b/g/130x152/Vmoni-Hand-Mixer-180-Watt-SDL646475933-8-75f09.jpeg']"
Gatih - White Scarlett 180 Hand Blender Electric Whisker,1999,"['https://n4.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-1-76ffb.jpg', 'https://n2.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-2-c1402.jpg', 'https://n4.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-3-13757.jpg', 'https://n3.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-4-6e80f.jpg', 'https://n1.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-5-28df0.jpg', 'https://n2.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-6-8fa8c.jpg', 'https://n4.sdlcdn.com/imgs/k/j/b/130x152/Gatih-White-Scarlett-180-Hand-SDL090056547-7-80a73.jpg']"
KTU - KTU010 Multicolor Electric Push Button Chopper 50W,499,"['https://n1.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-1-94a0a.jpg', 'https://n2.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-2-6e165.jpg', 'https://n1.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-3-ac296.jpg', 'https://n1.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-4-e4d90.jpg', 'https://n3.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-5-7da4e.jpg', 'https://n3.sdlcdn.com/imgs/k/n/j/130x152/KTU-KTU010-Multicolor-Electric-Push-SDL339838922-6-6f727.jpg']"
GVL - White Hand Mixer Blender 100 Hand Blender Electric Whisker,2499,"['https://n2.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-1-43758.jpg', 'https://n3.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-2-bfa6d.jpg', 'https://n2.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-3-c3c06.jpg', 'https://n2.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-4-cbdda.jpg', 'https://n2.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-5-b7d8f.jpg', 'https://n3.sdlcdn.com/imgs/k/m/y/130x152/GVL-White-Hand-Mixer-Blender-SDL262826875-6-d0d18.jpg']"
